Wavelength,Intensity
403.0689655172414,4.981025641025639
404.2241379310345,9.58102564102564
405.37931034482756,14.14512820512821
406.5344827586207,18.786153846153844
407.68965517241384,23.263076923076923
408.84482758620686,27.457948717948717
410.0,30.22717948717949
411.15517241379314,32.26307692307693
412.3103448275862,34.97589743589743
413.4655172413793,37.27333333333333
414.62068965517244,38.48358974358974
415.7758620689655,39.529743589743596
416.9310344827586,39.90923076923077
418.08620689655174,40.15025641025641
419.2413793103448,40.83230769230769
420.3965517241379,40.97589743589743
421.55172413793105,40.59641025641026
422.7068965517241,41.18102564102565
423.8620689655172,41.278461538461535
425.01724137931035,41.09897435897437
426.17241379310343,40.71948717948718
427.32758620689657,39.50410256410256
428.48275862068965,39.11948717948719
429.6379310344828,38.40666666666667
430.7931034482759,37.883589743589745
431.94827586206895,37.67333333333334
433.1034482758621,36.81692307692308
434.2586206896552,35.529743589743596
435.41379310344826,34.5451282051282
436.5689655172414,33.11435897435897
437.7241379310345,32.11435897435897
438.87931034482756,31.18615384615385
440.0344827586207,29.919487179487177
441.1896551724138,29.11948717948718
442.3448275862069,28.20666666666667
443.5,27.827179487179485
444.65517241379314,27.04769230769231
445.8103448275862,26.66820512820513
446.9655172413793,25.360512820512824
448.12068965517244,25.437435897435897
449.2758620689655,25.093846153846158
450.4310344827586,25.10923076923077
451.58620689655174,24.760512820512822
452.7413793103448,24.70923076923077
453.8965517241379,24.16051282051282
455.05172413793105,24.006666666666668
456.2068965517241,23.62205128205128
457.3620689655172,23.61179487179487
458.51724137931035,23.750256410256412
459.67241379310343,23.673333333333332
460.82758620689657,23.893846153846155
461.98275862068965,23.745128205128204
463.1379310344828,23.934871794871796
464.2931034482759,23.975897435897437
465.44827586206895,23.64769230769231
466.6034482758621,23.811794871794874
467.7586206896552,23.442564102564106
468.91379310344826,22.975897435897437
470.0689655172414,22.093846153846158
471.2241379310345,21.324615384615385
472.37931034482756,20.242564102564103
473.5344827586207,19.534871794871798
474.6896551724138,19.06820512820513
475.8448275862069,18.822051282051284
477.0,18.422051282051285
478.15517241379314,17.781025641025643
479.3103448275862,17.514358974358977
480.4655172413793,16.734871794871793
481.62068965517244,15.904102564102566
482.7758620689655,15.227179487179491
483.9310344827586,15.006666666666668
485.08620689655174,14.586153846153849
486.2413793103448,14.17589743589744
487.3965517241379,14.61179487179487
488.55172413793105,15.473333333333336
489.7068965517241,16.1348717948718
490.86206896551727,16.70923076923077
492.01724137931035,17.365641025641025
493.17241379310343,18.1348717948718
494.32758620689657,18.52974358974359
495.48275862068965,19.04769230769231
496.6379310344828,19.781025641025643
497.7931034482759,20.324615384615385
498.94827586206895,20.863076923076925
500.1034482758621,21.447692307692307
501.2586206896552,22.0425641025641
502.41379310344826,22.355384615384615
503.5689655172414,22.56051282051282
504.7241379310345,22.97076923076923
505.87931034482756,22.740000000000002
507.0344827586207,22.72974358974359
508.1896551724138,22.427179487179487
509.3448275862069,21.955384615384617
510.5,21.72974358974359
511.6551724137931,21.765641025641024
512.8103448275862,21.01179487179487
513.9655172413793,20.837435897435896
515.1206896551724,20.21692307692308
516.2758620689655,20.063076923076927
517.4310344827586,19.232307692307693
518.5862068965517,19.0374358974359
519.7413793103449,18.69897435897436
520.8965517241379,18.288717948717952
522.051724137931,17.56564102564103
523.2068965517242,17.391282051282055
524.3620689655172,16.98102564102564
525.5172413793103,16.62205128205128
526.6724137931035,16.283589743589744
527.8275862068965,15.806666666666665
528.9827586206897,14.996410256410257
530.1379310344828,14.447692307692307
531.2931034482758,13.765641025641024
532.448275862069,13.134871794871799
533.6034482758621,12.283589743589744
534.7586206896551,11.863076923076925
535.9137931034483,11.304102564102564
537.0689655172414,10.642564102564101
538.2241379310345,9.801538461538463
539.3793103448276,8.786153846153844
540.5344827586207,7.222051282051282
541.6896551724138,6.545128205128208
542.8448275862069,5.488717948717948
544.0,4.832307692307694
545.1551724137931,4.345128205128205
546.3103448275862,3.9707692307692284
547.4655172413793,3.5502564102564094
548.6206896551724,3.975897435897437
549.7758620689655,6.09897435897436
550.9310344827586,9.391282051282055
552.0862068965517,13.21692307692308
553.2413793103449,17.19128205128205
554.3965517241379,21.396410256410256
555.551724137931,24.693846153846152
556.7068965517242,27.55025641025641
557.8620689655172,29.283589743589744
559.0172413793103,30.863076923076925
560.1724137931035,31.478461538461538
561.3275862068965,32.40153846153846
562.4827586206897,32.52461538461538
563.6379310344828,32.65794871794872
564.7931034482758,32.15025641025641
565.948275862069,31.324615384615385
567.1034482758621,30.60666666666667
568.2586206896551,29.514358974358977
569.4137931034483,28.750256410256412
570.5689655172414,28.263076923076923
571.7241379310345,27.437435897435897
572.8793103448276,26.288717948717952
574.0344827586207,25.504102564102567
575.1896551724138,24.422051282051285
576.3448275862069,23.334871794871795
577.5,22.488717948717948
578.6551724137931,22.093846153846158
579.8103448275862,21.55025641025641
580.9655172413793,20.97076923076923
582.1206896551724,20.2374358974359
583.2758620689655,19.2374358974359
584.4310344827586,18.534871794871798
585.5862068965517,17.63230769230769
586.7413793103449,17.473333333333336
587.8965517241379,16.64769230769231
589.051724137931,16.457948717948717
590.2068965517242,16.222051282051282
591.3620689655172,15.54
592.5172413793103,15.170769230769231
593.6724137931035,14.58102564102564
594.8275862068965,14.027179487179488
595.9827586206897,13.057948717948719
597.1379310344828,12.360512820512824
598.2931034482758,11.65794871794872
599.448275862069,10.945128205128206
600.6034482758621,10.124615384615389
601.7586206896551,8.683589743589742
602.9137931034483,7.478461538461538
604.0689655172414,5.586153846153849
