Wavelength,Intensity
403.0689655172414,38.18385964912281
404.2241379310345,41.45754385964913
405.37931034482756,45.13122807017544
406.5344827586207,48.55929824561404
407.68965517241384,51.80842105263158
408.84482758620686,55.973333333333336
410.0,59.4680701754386
411.15517241379314,62.71719298245614
412.3103448275862,65.07508771929824
413.4655172413793,68.35228070175438
414.62068965517244,71.00491228070175
415.7758620689655,73.15929824561402
416.9310344827586,75.59438596491228
418.08620689655174,77.41894736842104
419.2413793103448,78.70315789473683
420.3965517241379,79.32421052631578
421.55172413793105,80.7978947368421
422.7068965517241,80.45052631578947
423.8620689655172,80.59087719298245
425.01724137931035,79.82245614035088
426.17241379310343,78.54877192982455
427.32758620689657,77.20842105263158
428.48275862068965,75.57684210526315
429.6379310344828,73.40842105263158
430.7931034482759,70.59087719298245
431.94827586206895,67.47508771929824
433.1034482758621,64.6540350877193
434.2586206896552,61.8119298245614
435.41379310344826,58.8259649122807
436.5689655172414,55.580350877192984
437.7241379310345,52.34175438596492
438.87931034482756,49.53473684210527
440.0344827586207,46.47508771929825
441.1896551724138,43.440000000000005
442.3448275862069,40.30315789473685
443.5,36.959298245614036
444.65517241379314,34.08561403508772
445.8103448275862,31.07859649122807
446.9655172413793,28.0540350877193
448.12068965517244,25.454035087719298
449.2758620689655,23.13824561403509
450.4310344827586,20.734736842105264
451.58620689655174,18.352280701754385
452.7413793103448,16.218947368421052
453.8965517241379,14.52421052631579
455.05172413793105,13.197894736842105
456.2068965517241,11.836491228070175
457.3620689655172,10.829473684210527
458.51724137931035,9.825964912280702
459.67241379310343,8.696140350877192
460.82758620689657,8.015438596491228
461.98275862068965,7.264561403508772
463.1379310344828,6.5382456140350875
464.2931034482759,5.976842105263158
465.44827586206895,5.257543859649123
466.6034482758621,4.801403508771929
467.7586206896552,4.229473684210526
468.91379310344826,3.9417543859649125
470.0689655172414,3.492631578947368
471.2241379310345,3.1628070175438596
472.37931034482756,2.997894736842105
473.5344827586207,2.6996491228070174
474.6896551724138,2.40140350877193
475.8448275862069,2.047017543859649
477.0,1.7417543859649123
478.15517241379314,1.5487719298245617
479.3103448275862,1.4996491228070177
480.4655172413793,1.3101754385964912
481.62068965517244,1.2049122807017545
482.7758620689655,1.0715789473684212
483.9310344827586,0.9101754385964912
485.08620689655174,0.8856140350877192
486.2413793103448,0.8259649122807017
487.3965517241379,0.7978947368421053
488.55172413793105,0.7382456140350876
489.7068965517241,0.6891228070175438
490.86206896551727,0.6014035087719297
492.01724137931035,0.5452631578947368
493.17241379310343,0.47859649122807013
494.32758620689657,0.4821052631578947
495.48275862068965,0.45052631578947366
496.6379310344828,0.3943859649122806
497.7931034482759,0.3242105263157894
498.94827586206895,0.2891228070175438
500.1034482758621,0.2610526315789473
501.2586206896552,0.2610526315789473
502.41379310344826,0.21192982456140352
503.5689655172414,0.18385964912280695
504.7241379310345,0.20491228070175438
505.87931034482756,0.18385964912280695
507.0344827586207,0.09964912280701754
508.1896551724138,0.12070175438596487
509.3448275862069,0.12070175438596487
510.5,0.12070175438596487
511.6551724137931,0.1171929824561403
512.8103448275862,0.0926315789473684
513.9655172413793,0.1171929824561403
515.1206896551724,0.07859649122807011
516.2758620689655,0.13473684210526315
517.4310344827586,0.12421052631578944
518.5862068965517,0.11017543859649115
519.7413793103449,0.08561403508771925
520.8965517241379,0.07859649122807011
522.051724137931,0.057543859649122786
523.2068965517242,0.11017543859649115
524.3620689655172,0.12070175438596487
525.5172413793103,0.08912280701754383
526.6724137931035,0.127719298245614
527.8275862068965,0.08561403508771925
528.9827586206897,0.0680701754385965
530.1379310344828,0.08210526315789468
531.2931034482758,0.1417543859649123
532.448275862069,0.17333333333333334
533.6034482758621,0.2996491228070175
534.7586206896551,0.40140350877192976
535.9137931034483,0.47859649122807013
537.0689655172414,0.5557894736842105
538.2241379310345,0.5557894736842105
539.3793103448276,0.6224561403508772
540.5344827586207,0.7663157894736842
541.6896551724138,0.8224561403508771
542.8448275862069,0.9452631578947369
544.0,1.0961403508771927
545.1551724137931,1.3557894736842107
546.3103448275862,1.7066666666666666
547.4655172413793,2.0294736842105263
548.6206896551724,2.4259649122807017
549.7758620689655,2.7803508771929826
550.9310344827586,3.0680701754385966
552.0862068965517,3.5207017543859647
553.2413793103449,4.113684210526316
554.3965517241379,4.647017543859649
555.551724137931,5.236491228070175
556.7068965517242,5.987368421052631
557.8620689655172,6.836491228070175
559.0172413793103,7.682105263157894
560.1724137931035,8.818947368421052
561.3275862068965,9.87859649122807
562.4827586206897,10.896140350877193
563.6379310344828,12.201403508771929
564.7931034482758,13.783859649122807
565.948275862069,15.54175438596491
567.1034482758621,17.741754385964914
568.2586206896551,19.513684210526314
569.4137931034483,21.44
570.5689655172414,23.83298245614035
571.7241379310345,26.187368421052632
572.8793103448276,28.404912280701755
574.0344827586207,30.713684210526317
575.1896551724138,32.75929824561404
576.3448275862069,34.90315789473684
577.5,36.60140350877193
578.6551724137931,38.28912280701755
579.8103448275862,39.74526315789474
580.9655172413793,40.68912280701755
582.1206896551724,41.117192982456146
583.2758620689655,41.37684210526316
584.4310344827586,41.42947368421053
585.5862068965517,41.089122807017546
586.7413793103449,40.0540350877193
587.8965517241379,38.92421052631579
589.051724137931,37.24
590.2068965517242,34.696140350877194
591.3620689655172,31.524210526315787
592.5172413793103,27.818947368421053
593.6724137931035,23.927719298245613
594.8275862068965,19.545263157894738
595.9827586206897,15.811929824561403
597.1379310344828,12.152280701754385
598.2931034482758,9.00140350877193
